iter	Logloss
0	0.4362981227
1	0.2937048541
2	0.2030630968
3	0.1587346847
4	0.1287668984
5	0.1089145161
6	0.09661079229
7	0.08834356555
8	0.08334854297
9	0.07566559358
10	0.07183317272
11	0.06903024986
12	0.06504776833
13	0.06187095116
14	0.0593858989
15	0.05700091507
16	0.05435943494
17	0.05208299599
18	0.04967410863
19	0.04710633804
20	0.04490697066
21	0.04301019651
22	0.0415952761
23	0.04076096314
24	0.03903522741
25	0.03787036103
26	0.03651852074
27	0.03531175922
28	0.03438512731
29	0.0332249701
30	0.03246444014
31	0.0315645265
32	0.03077485668
33	0.02935389743
34	0.02855451536
35	0.0278180869
36	0.02723421259
37	0.02627567926
38	0.025308369
39	0.02465954946
40	0.02374630981
41	0.0227569198
42	0.02205258324
43	0.02150632311
44	0.02097936148
45	0.02047997602
46	0.01993190838
47	0.0196158174
48	0.01889711151
49	0.01854192007
50	0.01798854869
51	0.01762927807
52	0.01725905797
53	0.01692260314
54	0.01652590563
55	0.01622602434
56	0.01582349473
57	0.01549478902
58	0.01529137706
59	0.01485443521
60	0.0142447479
61	0.01393250252
62	0.01351071082
63	0.01319275595
64	0.01280680229
65	0.01232604236
66	0.01202928493
67	0.0118084504
68	0.0116087289
69	0.0114600703
70	0.01128408015
71	0.01102238562
72	0.010850991
73	0.01069775054
74	0.01042238093
75	0.01018928828
76	0.009958596573
77	0.009544814886
78	0.009446256155
79	0.009363615782
80	0.009229027187
81	0.009147934411
82	0.00885196132
83	0.008618764212
84	0.008388306167
85	0.008204688653
86	0.007972675829
87	0.00774288873
88	0.007563737246
89	0.007400320268
90	0.007190267151
91	0.00707623171
92	0.006990498834
93	0.00688934658
94	0.006769728705
95	0.006595892497
96	0.006514775734
97	0.00640638313
98	0.00635227713
99	0.006243419791
100	0.006150098334
101	0.005989219984
102	0.005953295594
103	0.005799517676
104	0.005699449051
105	0.005554687036
106	0.00551756952
107	0.005417705237
108	0.005343364634
109	0.005207719673
110	0.005155670629
111	0.005079694751
112	0.005022090089
113	0.004967774697
114	0.004866607199
115	0.004784648016
116	0.004759633508
117	0.004605267956
118	0.004493727886
119	0.004426040004
120	0.004375833606
121	0.004353403996
122	0.004280715857
123	0.004217879233
124	0.004201977656
125	0.004132783266
126	0.00407277881
127	0.004051990218
128	0.004019554425
129	0.004011866384
130	0.003983584666
131	0.003983534489
132	0.003951694663
133	0.003924071321
134	0.003889982592
135	0.003889951475
136	0.003889920956
137	0.003889898658
138	0.003889861797
139	0.003889836699
140	0.003889795143
141	0.003874888308
142	0.003803639033
143	0.003726570251
144	0.003702968378
145	0.003629352978
146	0.003588937606
147	0.003558630308
148	0.003521485793
149	0.003503070689
150	0.003480464439
151	0.003433660763
152	0.00341359878
153	0.003344108313
154	0.003300391533
155	0.003226523174
156	0.003164987396
157	0.003090799501
158	0.003077438312
159	0.003071002397
160	0.003018958051
161	0.003000128927
162	0.002925354705
163	0.002925319311
164	0.002871254238
165	0.00281931403
166	0.002736890963
167	0.002670900172
168	0.002670868559
169	0.002670868559
170	0.002663198818
171	0.002653376109
172	0.002638849712
173	0.002603715241
174	0.002603705352
175	0.002603710058
176	0.002603678581
177	0.002603689792
178	0.002603686202
179	0.002603685905
180	0.002603659836
181	0.002603659836
182	0.002603659836
183	0.002603659836
184	0.002603604664
185	0.002603604664
186	0.002603604664
187	0.002603604664
188	0.002603604664
189	0.002603610995
190	0.002603586037
191	0.002603586037
192	0.002603586037
193	0.002603586037
194	0.00260359253
195	0.002603590916
196	0.002603585664
197	0.002603585664
198	0.002603585664
199	0.002603585664
200	0.002603585664
201	0.002603585664
202	0.002603585664
203	0.002603580247
204	0.002603580247
205	0.002603524606
206	0.002603527509
207	0.002603526705
208	0.002603526705
209	0.002603505277
210	0.002603519586
211	0.002603519586
212	0.002603476138
213	0.002603468936
214	0.002603462663
215	0.002603456077
216	0.002603448811
217	0.002603448811
218	0.002603438362
219	0.002603431544
220	0.002603435624
221	0.002603415568
222	0.002603383915
223	0.002603368658
224	0.002603375376
225	0.002603359395
226	0.002603359395
227	0.002603359395
228	0.002603359395
229	0.002603359395
230	0.002603359395
231	0.002603351846
232	0.002603329755
233	0.002603329755
234	0.002603329755
235	0.002603329755
236	0.002603302807
237	0.002603302917
238	0.002603302917
239	0.002603302917
240	0.002603302917
241	0.002603279801
242	0.002603279801
243	0.002603279801
244	0.002603279801
245	0.002603279801
246	0.002603279801
247	0.002603279801
248	0.002603262315
249	0.002603250867
250	0.002603234295
251	0.002603234295
252	0.002603214238
253	0.002603200562
254	0.002603200562
255	0.002603200562
256	0.002603206193
257	0.002603206193
258	0.002603200437
259	0.002603200437
260	0.002603200437
261	0.002603179118
262	0.002603143323
263	0.002603136996
264	0.002603122392
265	0.002603122392
266	0.002603122392
267	0.002603118087
268	0.002603100984
269	0.002603091491
270	0.002603091491
271	0.002603091491
272	0.002603091491
273	0.002603073898
274	0.002603073898
275	0.002603073898
276	0.002603073898
277	0.002603073898
278	0.002603073898
279	0.002603073898
280	0.002603073898
281	0.002603067755
282	0.002603056468
283	0.002603031713
284	0.002603031713
285	0.002603031713
286	0.002603007606
287	0.002603007606
288	0.002588129573
289	0.002588129573
290	0.002588129573
291	0.00258812588
292	0.002588103417
293	0.002588098621
294	0.002588098621
295	0.002588098621
296	0.002588098621
297	0.002588098621
298	0.002588065397
299	0.00258806408
300	0.002588050239
301	0.002588045819
302	0.002588045819
303	0.002588045819
304	0.002588018084
305	0.002588018084
306	0.002588018084
307	0.002588009177
308	0.002588009177
309	0.00258797679
310	0.00258797679
311	0.00258796711
312	0.002587966459
313	0.002587941719
314	0.00258792201
315	0.002587903944
316	0.002587903944
317	0.002587888022
318	0.002587888022
319	0.002587876241
320	0.002587875286
321	0.002587875286
322	0.00258784732
323	0.002587818161
324	0.002587812608
325	0.002587793424
326	0.002587792652
327	0.00258777584
328	0.002587775119
329	0.002587750915
330	0.002587732045
331	0.002587713217
332	0.002587700457
333	0.002587700457
334	0.002574211134
335	0.002564891223
336	0.002526137668
337	0.002509899058
338	0.002482915853
339	0.002447001584
340	0.002413731526
341	0.002399331294
342	0.002366309766
343	0.002344800597
344	0.002344800597
345	0.002344779789
346	0.002344774509
347	0.0023447525
348	0.002344671449
349	0.002344656689
350	0.002344644768
351	0.002344624742
352	0.002344629448
353	0.00234457203
354	0.002344567374
355	0.002344535529
356	0.002344535529
357	0.002344508552
358	0.002344508996
359	0.002344498965
360	0.002344460772
361	0.002344429214
362	0.002344399484
363	0.002344399484
364	0.002344399484
365	0.002327072353
366	0.002327072353
367	0.002327000149
368	0.002327000149
369	0.002326990467
370	0.002326990467
371	0.002316350162
372	0.002266715034
373	0.002257175056
374	0.002257182253
375	0.002257156029
376	0.002257140881
377	0.002257144161
378	0.002257133073
379	0.002257133073
380	0.002257127522
381	0.002257122309
382	0.002257122309
383	0.002257115263
384	0.002257115263
385	0.002257096532
386	0.0022570976
387	0.002257082284
388	0.002257085841
389	0.002257064512
390	0.002257060618
391	0.002257050304
392	0.002257034116
393	0.002257034116
394	0.002257034116
395	0.002257034116
396	0.002257043583
397	0.002257042719
398	0.002257042719
399	0.002257042719
400	0.002257042719
401	0.002257042719
402	0.002257042719
403	0.002257042719
404	0.002257044047
405	0.002257024563
406	0.002257024563
407	0.002257024563
408	0.002244782909
409	0.002198704683
410	0.002184987593
411	0.002158687803
412	0.002119448196
413	0.002119455724
414	0.002083342095
415	0.002074520742
